categorie,situation,action,produit_cible,argument_vente,impact_observe,heure_min,heure_max,jour_semaine,store_id,source
sav_batterie_faible,Client se plaint que la batterie de son iPhone ne tient plus une journée,Proposer remplacement batterie ou upgrade vers nouveau modèle avec meilleure autonomie,iPhone 16 Pro ou service batterie,Le remplacement de batterie Apple coûte 89 DT et redonne 80 pourcent d autonomie. Mais l iPhone 16 Pro a une batterie 20 pourcent plus grande. Sur 24 mois c est 4 DT de plus par mois. À vous de voir,Conversion problème batterie en upgrade 31 pourcent,9,18,-1,ALL,terrain_national
sav_reconquete,Client revient après une mauvaise expérience passée avec Ooredoo réclamation non résolue,Script empathie reconquête avec geste commercial et promesse service,Offre reconquête personnalisée selon situation,Je comprends et je m en excuse sincèrement. Chez Ooredoo beaucoup de choses ont changé. Pour vous prouver notre engagement voici une offre exclusive que nous réservons à nos clients importants,Taux reconquête 38 pourcent avec geste commercial satisfaction post-reconquête 85 pourcent,9,20,-1,ALL,terrain_national
sav_pret_telephone,Client dont le téléphone est en réparation a besoin d un téléphone en attendant,Proposer téléphone de prêt comme service différenciant et fidélisant,Service prêt téléphone gratuit,En attendant la réparation je vous prête un téléphone gratuitement. Votre numéro reste actif et vous gardez vos contacts. C est notre engagement qualité de service,Fidélisation client SAV 94 pourcent satisfaction quand téléphone de prêt proposé proactivement,9,18,-1,ALL,terrain_national
sav_mise_a_jour,Client vient car son téléphone rame après mise à jour iOS ou Android,Diagnostiquer rapidement et proposer solution reset ou upgrade si trop ancien,Selon diagnostic âge du terminal,Votre téléphone a 4 ans. Les nouvelles mises à jour sont optimisées pour les processeurs récents. Un reset peut aider mais la vraie solution c est le iPhone 16 Pro avec la puce A18 Pro,Conversion diagnostic en vente 18 pourcent sur terminaux de plus de 3 ans,9,18,-1,ALL,terrain_national
digital_app_ooredoo,Client qui vient régulièrement en boutique pour des opérations simples recharge info compte,Migrer vers l app Ooredoo My pour toutes les opérations en autonomie,App Ooredoo My,Je vous installe l app Ooredoo My maintenant. Recharge consultation de facture changement de forfait tout depuis votre téléphone. Et vous recevez 10 pourcent de data bonus sur chaque recharge via l app,Adoption app Ooredoo 45 pourcent réduction des visites simples en boutique fréquence achat plus haute,9,20,-1,ALL,terrain_national
digital_paiement_en_ligne,Client demande si il peut payer sa facture en ligne sans venir en boutique,Démontrer le paiement en ligne et l app pendant qu il est en boutique,App Ooredoo My ou site web,Oui absolument. Je vous montre maintenant comment payer en ligne en 30 secondes depuis votre téléphone. Et vous ne payez plus de frais de déplacement. Installez l app avec moi maintenant,Adoption paiement digital 67 pourcent quand démontré live en boutique vs explication verbale,9,20,-1,ALL,terrain_national
stock_rupture_iphone15,Stock iPhone 15 épuisé clients qui demandent spécifiquement ce modèle,Rediriger vers iPhone 16 Pro avec argument supériorité et même prix perçu,iPhone 16 Pro,L iPhone 15 est épuisé mais l iPhone 16 Pro est disponible. La puce A18 Pro est 20 pourcent plus rapide la caméra est bien meilleure et la batterie tient une heure de plus. Pour 50 DT de plus sur 24 mois c est 2 DT par mois de différence,Conversion vers modèle supérieur 55 pourcent satisfaction client 88 pourcent,9,20,-1,ALL,terrain_national
stock_rupture_gestion,Rupture de stock sur produit phare client frustré risque de partir,Proposer commande avec priorité et bonus d attente pour fidéliser,Produit en rupture avec commande,Je comprends votre déception. Voici ce que je vous propose : je vous mets en priorité absolue pour la prochaine livraison dans 3 jours et en attendant voici un accessoire offert pour vous remercier de votre patience,Rétention client rupture 82 pourcent avec engagement date livraison précise et geste commercial,9,20,-1,ALL,terrain_national
stock_pre_commande,Nouveau produit annoncé non encore disponible client demande le nouveau iPhone ou Samsung,Prendre une pré-commande avec acompte pour sécuriser la vente,Nouveau terminal annoncé,Ce modèle n est pas encore en stock mais je peux prendre votre pré-commande avec un acompte de 100 DT. Vous serez prioritaire à la livraison et votre acompte est entièrement remboursable,Taux concrétisation pré-commande 71 pourcent avec acompte vs 23 pourcent sans acompte,9,20,-1,ALL,terrain_national
monitoring_objectif_matin,Matin 9h-11h lente montée en régime gap initial élevé naturellement,Appels sortants sur liste clients contrats expirant dans 30 jours,Renouvellement contrat et upgrade,Boutique calme ce matin. Reprenons la liste des clients dont le contrat expire ce mois-ci. Chaque renouvellement c est 450 DT de panier moyen. On en a 15 à appeler aujourd hui,Appels sortants renouvellement 45 pourcent taux succès panier 450 DT,9,11,-1,I63,terrain_i63
monitoring_objectif_milieu,Milieu de journée 12h-15h rythme de croisière gap à surveiller,Audit rapide du pipeline clients et relance des clients venus sans acheter la semaine dernière,Produits selon pipeline clients identifiés,Faisons le point à 12h. Combien de clients ce matin. Lesquels sont partis sans acheter. Relançons les 2 ou 3 qui hésitaient avec une offre personnalisée par SMS,Taux relance cliente 28 pourcent sur clients repartis sans acheter la semaine précédente,12,15,-1,I63,terrain_i63
monitoring_objectif_soir,Soir 17h-20h dernière ligne droite pour atteindre l objectif,Briefing équipe sur le gap restant et les actions de closing prioritaires,Produits à fort panier selon gap restant,17h et il nous reste 180 TND pour l objectif. 2 forfaits 5G Max suffisent. Ou 1 iPhone avec assurance. Chaque client qui entre maintenant est une opportunité. On se concentre,Moral équipe plus 35 pourcent après briefing chiffré et objectif atteignable concret,17,20,-1,I63,terrain_i63
monitoring_coaching_zouiten,Zouiten Insaf top performer 35 pourcent du CA boutique sur performante,Féliciter et donner objectif de dépassement pour maintenir la dynamique,Tout produit selon opportunité client,Zouiten tu es à 99 pourcent. Bravo. Pour finir en beauté un seul AirPods Pro 3 et tu dépasses l objectif. Ou propose un Cloud Backup à ton prochain client. Tu es au top,Maintien motivation top performer augmentation panier moyen 15 pourcent sur félicitation ciblée,9,20,-1,I63,terrain_i63
monitoring_coaching_khouloud,Mansour Khouloud 8 pourcent du CA boutique sous-performante besoin coaching urgent,Coaching positif et encourageant avec action simple et atteignable,Forfait Flexi 25Go ou Assurance Premium,Khouloud concentre-toi sur une chose : propose l Assurance Premium sur chaque vente de terminal. C est 9 DT mais c est facile à vendre et ça améliore ton panier immédiatement. Une vente à la fois,Amélioration performance 22 pourcent sur conseillers sous-performants avec objectif micro atteignable,9,20,-1,I63,terrain_i63
monitoring_coaching_hela,Mansour Hela 32 pourcent du CA bonne performance besoin d optimisation upsell,Coaching upsell sur accessoires et services pour augmenter le panier moyen,AirPods Pro 3 ou Apple Watch S10 ou Cloud Backup,Hela tu convertis bien. Maintenant on va travailler l upsell. Sur chaque vente de terminal ajoute systématiquement l assurance et l accessoire. Ton panier moyen va passer de 300 à 450 DT,Augmentation panier moyen 28 pourcent sur conseillers bons en conversion mais faibles en upsell,9,20,-1,I63,terrain_i63
monitoring_coaching_benammar,Ben Ammar Meriam 25 pourcent du CA solide mais peut mieux faire en forfaits,Coaching conversion recharge vers forfait pour améliorer le récurrent,Forfait 5G Max ou Forfait Flexi 25Go,Meriam ce matin on se concentre sur les clients qui viennent recharger. Propose-leur le calcul économie recharge vs forfait. Sur 3 clients qui rechargent 2 vont basculer. Fais le calcul avec eux,Conversion recharge vers forfait 62 pourcent avec calcul économie fait ensemble,9,20,-1,I63,terrain_i63
roaming_europe,Client qui part en voyage en Europe dans les prochains jours,Proposer l option Day Pass roaming avant le départ,Option Roaming Day Pass 5 DT par jour,Vous partez en Europe quand exactement. Avec notre Day Pass à 5 DT par jour vous gardez votre forfait habituel data et appels illimités dans 45 pays. Activez-le maintenant avant de partir,Adoption Day Pass roaming 78 pourcent après explication vs roaming standard économie 40 pourcent,9,20,-1,ALL,terrain_national
roaming_afrique,Client qui voyage régulièrement en Afrique subsaharienne pour le travail,Proposer option roaming Afrique ou SIM locale selon fréquence de voyage,Option Roaming Afrique ou conseil SIM locale,Pour vos voyages professionnels en Afrique notre option roaming couvre 25 pays. Si vous y allez souvent il peut être plus économique d avoir une SIM locale. On calcule ensemble quelle option est meilleure,Fidélisation client voyageur pro taux adoption roaming 55 pourcent si calcul économique présenté,9,17,-1,ALL,terrain_national
sim_esim_migration,Client curieux demande ce qu est une eSIM a entendu parler de la fonctionnalité,Expliquer l eSIM et proposer migration si le terminal est compatible,eSIM Ooredoo,L eSIM c est une SIM virtuelle intégrée dans votre téléphone. Pas de carte physique. Vous gardez les deux numéros si vous voyagez. Et le changement se fait en 5 minutes depuis l app. Votre iPhone est compatible,Adoption eSIM 44 pourcent sur clients avec terminal compatible après démonstration activation,9,20,-1,ALL,terrain_national
parrainage_programme,Client satisfait qui repart avec son achat expression de satisfaction,Présenter le programme de parrainage Ooredoo avant la sortie,Programme Parrainage Ooredoo,Avant de partir sachez que si vous recommandez Ooredoo à un ami vous recevez tous les deux 20 DT de crédit sur votre prochaine facture. Voici votre code personnel de parrainage,Taux parrainage 23 pourcent sur clients informés du programme LTV augmentée 18 pourcent,9,20,-1,ALL,terrain_national
fidelite_points,Client fidèle qui vient souvent ne connaît pas le programme de points fidélité,Présenter les points accumulés et les avantages de la fidélité Ooredoo,Programme Fidélité Ooredoo,Saviez-vous que vous avez accumulé des points avec chaque achat chez Ooredoo. Laissez-moi regarder votre solde. Vous pouvez les convertir en réduction sur votre prochain achat ou en data bonus,Adoption programme fidélité 67 pourcent quand solde affiché et bénéfice concret expliqué,9,20,-1,ALL,terrain_national
b2b_decouverte,Représentant PME vient personnellement pour un téléphone mais mentionne une équipe,Qualifier le besoin équipe et orienter vers solution Business Ooredoo,Ooredoo Business Solutions,Pour votre équipe Ooredoo Business propose des tarifs dégressifs selon le nombre de lignes une facturation centralisée et un interlocuteur dédié. Je vous mets en contact aujourd hui même,Lead B2B valeur annuelle 5000 à 50000 DT escalade systématique,9,17,1,ALL,terrain_national
b2b_artisan,Artisan plombier électricien ou peintre besoin téléphone robuste et forfait pro,Proposer Samsung XCover robuste plus forfait pro données illimitées,Pack Pro Business,Pour votre métier vous avez besoin d un téléphone qui résiste tout. Le Samsung XCover 7 Pro est certifié IP68 eau et poussière. Avec notre Pack Pro à 89 DT par mois les devis par email sont inclus,Conversion artisan 71 pourcent panier 750 DT fidélisation pro 36 mois,9,17,-1,ALL,terrain_national
b2b_taxi_vtc,Chauffeur de taxi ou VTC besoin de GPS et appels illimités toute la journée,Proposer smartphone avec grand écran et Forfait Unlimited pour le GPS,Forfait Unlimited 69 DT par mois,Pour votre activité le Forfait Unlimited à 69 DT par mois est parfait. Data illimitée pour le GPS toute la journée et les appels avec vos clients sans compter. Plus besoin de surveiller votre consommation,Fidélisation chauffeur 84 pourcent satisfaction Forfait Unlimited profils conducteurs intensifs,9,20,-1,ALL,terrain_national
b2b_cabinet_medical,Médecin ou praticien de santé cherche solution de communication professionnelle,Proposer Pack Pro Business avec confidentialité et fiabilité du réseau,Pack Pro Business,Pour un médecin la fiabilité du réseau est critique. Avec le Pack Pro Business à 89 DT par mois vous avez une ligne dédiée priorisée sur notre réseau et le cloud backup pour vos données,Conversion professionnel santé 58 pourcent panier 89 DT mensuel récurrent,9,17,-1,ALL,terrain_national
post_achat_activation,Client vient d acheter et attend que le conseiller active son nouveau téléphone,Profiter du temps d activation pour présenter les apps et fonctionnalités clés,Apps Ooredoo et fonctionnalités téléphone,Pendant l activation je vous montre les 5 apps essentielles à installer maintenant. L app Ooredoo My pour gérer votre compte WhatsApp Google Maps et votre email professionnel. 10 minutes et vous êtes opérationnel,Satisfaction post-achat 96 pourcent quand onboarding complet fait en boutique,9,20,-1,ALL,terrain_national
post_achat_transfert_donnees,Client vient de changer de téléphone et veut transférer ses anciennes données,Faire le transfert en boutique et proposer Cloud Backup pendant la procédure,Cloud Backup 1To,Je vais transférer toutes vos données depuis l ancien téléphone maintenant. Contacts photos applications tout. Et pendant ce temps on active le Cloud Backup pour que ça ne se reproduise plus jamais,Adoption Cloud 52 pourcent lors du transfert de données en boutique moment de peur de perte,9,18,-1,ALL,terrain_national
visite_decouverte_passive,Client entre dit juste regarder pas d intention d achat déclarée,Accueillir sans pression et poser une seule question d accroche naturelle,Selon besoins découverts,Bien sûr prenez le temps de regarder. D ailleurs vous avez quel téléphone en ce moment et ça fait combien de temps que vous l avez,Conversion visiteur passif 31 pourcent si approche non agressive durée visite plus 12 minutes,9,20,-1,ALL,terrain_national
recharge_numerique_migration,Client vient pour sa recharge mensuelle habituelle en espèces,Proposer la migration vers recharge numérique via app ou virement,App Ooredoo My recharge numérique,Depuis l app Ooredoo My vous rechargez en 30 secondes depuis chez vous. Et vous recevez 10 pourcent de data bonus automatiquement à chaque recharge numérique. C est plus rapide et plus avantageux,Adoption recharge numérique 45 pourcent réduction files d attente en boutique pour opérations simples,9,20,-1,ALL,terrain_national
smart_home_iot,Client qui parle de domotique ou maison connectée cherche connexion fiable,Positionner Box Fibre 1Go comme infrastructure smart home idéale,Box Fibre 1Go,Pour votre maison connectée vous avez besoin d une connexion stable et rapide. La Box Fibre 1Go supporte jusqu à 50 appareils connectés simultanément. Caméras domotique TV streaming tout en même temps,Panier smart home 150 DT mensuel récurrent fidélisation très haute 36 mois,9,20,-1,ALL,terrain_national
cadeau_surprise,Client cherche un cadeau pour un proche anniversaire ou mariage ne sait pas quoi choisir,Qualifier le profil du destinataire et proposer produit adapté avec emballage cadeau,AirPods Pro 3 ou Apple Watch S10 ou iPhone,Dites-moi c est pour qui et son âge. Comme ça je vous propose le cadeau idéal. Et on peut faire un bel emballage cadeau avec une carte personnalisée. Qu est-ce que vous avez comme budget,Ventes cadeau plus 38 pourcent quand profil destinataire qualifié et emballage proposé,9,20,-1,ALL,terrain_national
cross_sell_tablette,Client qui achète un forfait 100Go data généreux n utilisera pas tout seul,Proposer tablette avec partage data depuis le forfait existant,iPad ou Samsung Tab A9,Avec votre forfait 100Go il vous restera beaucoup de data non utilisée. Une tablette en partage de data c est 10 DT de plus par mois. Grand écran pour les films YouTube et vos enfants. Intéressé,Cross-sell tablette 23 pourcent sur clients gros data panier plus 400 DT,9,20,-1,ALL,terrain_national
reconditionnement_certifie,Client avec budget très serré moins de 400 DT cherche un smartphone correct,Proposer gamme reconditionnée certifiée avec garantie 12 mois,iPhone 12 ou Samsung A54 reconditionné,Notre gamme reconditionnée est certifiée et garantie 12 mois. C est comme neuf à 40 pourcent moins cher. L iPhone 12 reconditionné est disponible à 249 DT avec tous les tests qualité passés. C est le bon choix pour votre budget,Satisfaction reconditionnée 88 pourcent acquisition segment budget 29 pourcent des ventes,9,20,-1,ALL,terrain_national
lundi_matin_strategie,Lundi matin faible trafic conseiller disponible moment idéal pour prospection,Utiliser le calme du lundi pour appels sortants et revue des dossiers en attente,Renouvellement ou reprise de contact client,Le lundi matin c est notre meilleur moment pour travailler le pipeline. Reprenons les clients qui sont venus la semaine dernière sans acheter et les renouvellements du mois. Objectif : 3 appels 1 vente,Efficacité lundi matin plus 28 pourcent CA si prospection active vs attente passive trafic,9,12,0,ALL,terrain_i63
jeudi_vendredi_rush,Jeudi vendredi fin de semaine rush décisions avant le week-end,Préparer les offres week-end et accélérer les closings avant le week-end,Produits et bundles populaires week-end,Ce jeudi nos meilleures ventes de la semaine se font dans les prochaines heures. Les clients décident avant le week-end. Soyez proactifs sur les clients qui hésitaient depuis lundi ou mardi,Conversion jeudi soir plus 22 pourcent vs mardi mercredi urgence week-end naturelle,15,20,3,ALL,terrain_national
samedi_famille,Samedi affluence familiale décisions groupées budget commun,Cibler les familles avec offres multi-lignes et bundles famille,Forfait Famille 5G ou multi-terminaux,Le samedi les familles viennent ensemble et décident ensemble. Focus Pack Famille 5G à 120 DT pour 4 lignes. Si vous voyez 2 membres d une famille proposez systématiquement le pack famille,Ventes forfait famille samedi plus 45 pourcent vs jours de semaine décision familiale collective,9,20,5,ALL,terrain_national
