script_id,origin,categorie,situation,action,produit_cible,argument_vente,impact_observe,heure_min,heure_max,jour_semaine,store_id,tags,source,legacy_pg_id
OOREDOO_0057,ooredoo_terrain,upsell_chargeur_rapide,Client qui achète iPhone sans remarquer absence chargeur dans la boîte,Proposer chargeur 35W MagSafe et câble USB-C premium comme nécessité,Chargeur Apple 35W MagSafe + Câble USB-C,À savoir l iPhone 16 Pro ne vient plus avec chargeur dans la boîte pour des raisons environnementales. Voici le chargeur officiel 35W qui charge votre iPhone à 50 pourcent en 30 minutes. C est indispensable.,Taux acceptation 89 pourcent chargeur proposé comme nécessité vs option,9,20,-1,ALL,upsell_chargeur_rapide,terrain_national,
OOREDOO_0058,ooredoo_terrain,bundle_gaming_complet,Client gamer veut setup gaming mobile complet budget 2000 DT,Bundle gaming complet téléphone manette casque forfait illimité,Samsung S25 Ultra + Manette + AirPods + Forfait Unlimited,Pour votre setup gaming parfait : Samsung S25 Ultra le meilleur pour gaming la manette Bluetooth pour contrôle précis les AirPods pour l immersion sonore et le forfait Unlimited pour jouer en ligne sans limites. Tout pour 1950 DT,Panier gaming 1950 DT taux satisfaction 96 pourcent recommandation gaming community haute,9,20,-1,ALL,bundle_gaming_complet,terrain_national,
OOREDOO_0059,ooredoo_terrain,service_cloud_backup,Client perd régulièrement ses photos et contacts pas de backup,Proposer service cloud Ooredoo avec démonstration de la peur de la perte de données,Cloud Backup Ooredoo 5 DT par mois,Imaginez perdre toutes vos photos de famille d un coup un vol une chute c est arrivé à des clients ici. Avec le Cloud Backup Ooredoo à 5 DT par mois tout est sauvegardé automatiquement chaque nuit accessible depuis n importe quel appareil.,Adoption Cloud Backup plus 52 pourcent après histoire de perte de données réelle satisfaction 94 pourcent,9,20,-1,ALL,service_cloud_backup,terrain_national,
OOREDOO_0060,ooredoo_terrain,visite_decouverte,Client qui entre juste pour regarder pas d intention d achat déclarée,Script accueil sans pression découverte naturelle des besoins,Selon besoins découverts pendant la conversation,Bonjour prenez le temps de regarder tranquillement si vous avez des questions je suis là. D ailleurs qu est-ce que vous utilisez comme téléphone en ce moment ? Comment vous en êtes satisfait ?,Conversion visiteur passif 31 pourcent si approche non agressive durée visite plus 12 minutes,9,20,-1,ALL,visite_decouverte,terrain_national,
OOREDOO_0061,ooredoo_terrain,telephonie_pro_artisan,Artisan plombier électricien besoin téléphone robuste et forfait pro,Téléphone robuste Samsung XCover + forfait pro données illimitées,Samsung XCover 7 Pro + Forfait Pro 49 DT,Pour votre métier vous avez besoin d un téléphone qui résiste à tout : eau poussière chutes. Le Samsung XCover 7 Pro est certifié IP68 il supporte tout ça et avec notre forfait Pro les devis par email sont inclus dans le forfait,Conversion artisan 71 pourcent panier 750 DT fidélisation pro 36 mois,9,17,-1,ALL,telephonie_pro_artisan,terrain_national,
OOREDOO_0062,ooredoo_terrain,smart_home_iot,Client intéressé domotique maison connectée cherche connectivité fiable,Solution connectivité IoT Box Fibre + appareils connectés,Box Fibre 1Go + SIM IoT,Avec notre Box Fibre 1Go vous pouvez connecter jusqu à 50 appareils smart home simultanément et avec notre SIM IoT pour votre alarme et vos caméras extérieures tout est connecté 24h sur 24 même en coupure fibre,Panier smart home 150 DT mensuel récurrent fidélisation très haute,9,20,-1,ALL,smart_home_iot,terrain_national,
OOREDOO_0063,ooredoo_terrain,objection_pas_besoin,Client dit clairement qu il n a pas besoin d un nouveau téléphone et que le sien marche,Trouver les frustrations cachées créer le besoin à partir de la réalité quotidienne,Selon frustrations identifiées pendant échange,Votre téléphone marche parfaitement c est vrai mais dites-moi une chose : la batterie vous tient combien de temps en une journée normale ? Et les photos le soir sont comment ?,Création de besoin 28 pourcent sur clients qui déclarent pas avoir besoin si frustrations identifiées,9,20,-1,ALL,objection_pas_besoin,terrain_national,
OOREDOO_0064,ooredoo_terrain,post_achat_fidelisation,Client qui vient de finir son achat sortir de la boutique,Script post-achat programme fidélité et parrainage Ooredoo pour maximiser LTV,Programme Fidélité + Parrainage,Avant de partir voici votre carte fidélité Ooredoo chaque achat vous donne des points cumulables. Et sachez que si vous nous recommandez à un ami vous recevez tous les deux 20 DT de crédit sur votre prochaine facture.,LTV augmentée 18 pourcent taux parrainage 23 pourcent sur clients informés programme fidélité,9,20,-1,ALL,post_achat_fidelisation,terrain_national,
CATALOG_0001,catalogue_produit,script_iphone,Client entre cherchant un smartphone haut de gamme,Demarrer par les besoins photo/video du client,iPhone 16 Pro,Puce A18 Pro — performances photo et video incomparables,+1 299 TND,9,20,-1,ALL,"script_iphone,iphone_16_pro",catalogue_produit,1.0
CATALOG_0002,catalogue_produit,script_iphone,Client compare iPhone avec Samsung,Demo live camera 48MP en boutique,iPhone 16 Pro,"0 DT aujourd'hui, 54 TND/mois sur 24 mois via avance postpaye",+1 357 TND (bundle),9,20,-1,ALL,"script_iphone,iphone_16_pro",catalogue_produit,2.0
CATALOG_0003,catalogue_produit,script_iphone,Client demande prix iPhone sans engagement,Presenter l'avance postpaye Ooredoo 0 DT initial,iPhone 16 Pro,Valeur de revente 400+ TND dans 2 ans,+54 TND/mois recurrent,9,20,-1,ALL,"script_iphone,iphone_16_pro",catalogue_produit,3.0
CATALOG_0004,catalogue_produit,script_iphone,Client Apple fidele veut upgrader,Comparer prix mensuel vs achat comptant,iPhone 16 Pro,"Ecosysteme Apple — AirDrop, FaceTime, iMessage integres",+1 299 TND,9,20,-1,ALL,"script_iphone,iphone_16_pro",catalogue_produit,4.0
CATALOG_0005,catalogue_produit,script_iphone,Jeune professionnel budget 1000-1500 TND,Proposer bundle iPhone + AirPods + Assurance,iPhone 16 Pro,Garantie constructeur 1 an + Assurance Premium 9 TND/mois,+1 357 TND (bundle),9,20,-1,ALL,"script_iphone,iphone_16_pro",catalogue_produit,5.0
CATALOG_0006,catalogue_produit,script_samsung,Client budget moyen 800-1000 TND,Mettre en avant l'ecran AMOLED 120Hz,Samsung Galaxy A55 5G,Ecran Super AMOLED 120Hz — meilleur affichage de sa gamme,+899 TND,9,20,-1,ALL,"script_samsung,samsung_galaxy_a55_5g",catalogue_produit,6.0
CATALOG_0007,catalogue_produit,script_samsung,Client hesite entre Samsung A55 et Xiaomi,Demo mode multi-fenetre pour productivite,Samsung Galaxy A55 5G,Samsung Knox — securite enterprise integree,+957 TND (avec forfait),9,20,-1,ALL,"script_samsung,samsung_galaxy_a55_5g",catalogue_produit,7.0
CATALOG_0008,catalogue_produit,script_samsung,Famille cherchant smartphone resistant,Presenter la certification IP67,Samsung Galaxy A55 5G,5 ans de mises a jour garanties par Samsung,+899 TND,9,20,-1,ALL,"script_samsung,samsung_galaxy_a55_5g",catalogue_produit,8.0
CATALOG_0009,catalogue_produit,script_samsung,Client Android fidele,Comparer specs Samsung vs concurrents chinois,Samsung Galaxy A55 5G,899 TND ou 37 TND/mois sur 24 mois,+957 TND (avec forfait),9,20,-1,ALL,"script_samsung,samsung_galaxy_a55_5g",catalogue_produit,9.0
CATALOG_0010,catalogue_produit,script_samsung,Etudiant cherchant bon rapport qualite-prix,Proposer avec Forfait Flexi 25Go,Samsung Galaxy A55 5G,IP67 — resistant eau et poussiere,+899 TND,9,20,-1,ALL,"script_samsung,samsung_galaxy_a55_5g",catalogue_produit,10.0
CATALOG_0011,catalogue_produit,objection_prix,Client dit 'c'est trop cher',Reformuler en cout mensuel,Tout terminal,54 TND/mois = moins qu'un cafe par jour,Conversion +35%,9,20,-1,ALL,"objection_prix,tout_terminal",catalogue_produit,11.0
CATALOG_0012,catalogue_produit,objection_prix,Client compare avec prix en ligne,Comparer avec le cout d'usage quotidien,Tout terminal,0 DT aujourd'hui — pas de sortie de tresorerie,Taux closing +20%,9,20,-1,ALL,"objection_prix,tout_terminal",catalogue_produit,12.0
CATALOG_0013,catalogue_produit,objection_prix,Client demande une remise,Montrer la valeur de revente,Tout terminal,Revente dans 2 ans = 30-40% du prix initial,Conversion +35%,9,20,-1,ALL,"objection_prix,tout_terminal",catalogue_produit,13.0
CATALOG_0014,catalogue_produit,objection_prix,Client dit 'je n'ai pas le budget',Presenter l'avance postpaye sans apport,Tout terminal,SAV Ooredoo 24/7 inclus — pas de frais caches,Taux closing +20%,9,20,-1,ALL,"objection_prix,tout_terminal",catalogue_produit,14.0
CATALOG_0015,catalogue_produit,objection_prix,Client hesite sur le financement,Calculer le cout recharge vs forfait,Tout terminal,Forfait + terminal ensemble = economie de 15%,Conversion +35%,9,20,-1,ALL,"objection_prix,tout_terminal",catalogue_produit,15.0
CATALOG_0016,catalogue_produit,objection_concurrent,Client dit 'Tunisie Telecom est moins cher',Montrer la couverture 5G superieure Ooredoo,Forfaits Ooredoo,Couverture 5G la plus etendue en Tunisie — 85% des zones urbaines,Retention +25%,9,20,-1,ALL,"objection_concurrent,forfaits_ooredoo",catalogue_produit,16.0
CATALOG_0017,catalogue_produit,objection_concurrent,Client montre une offre concurrente,Comparer les debits reels en boutique,Forfaits Ooredoo,Service client 24/7 avec rappel automatique,Migration concurrent +15%,9,20,-1,ALL,"objection_concurrent,forfaits_ooredoo",catalogue_produit,17.0
CATALOG_0018,catalogue_produit,objection_concurrent,Client dit 'Orange a de meilleures offres',Presenter les services exclusifs Ooredoo,Forfaits Ooredoo,Roaming inclus dans 15 pays sans surcharge,Retention +25%,9,20,-1,ALL,"objection_concurrent,forfaits_ooredoo",catalogue_produit,18.0
CATALOG_0019,catalogue_produit,objection_concurrent,Client compare les forfaits data,Calculer le cout total de possession,Forfaits Ooredoo,Application My Ooredoo — gestion complete du compte,Migration concurrent +15%,9,20,-1,ALL,"objection_concurrent,forfaits_ooredoo",catalogue_produit,19.0
CATALOG_0020,catalogue_produit,objection_concurrent,Client hesite entre operateurs,Demo vitesse 5G en live,Forfaits Ooredoo,Programme fidelite avec points echangeables,Retention +25%,9,20,-1,ALL,"objection_concurrent,forfaits_ooredoo",catalogue_produit,20.0
CATALOG_0021,catalogue_produit,closing_indecis,Client qui dit 'je vais reflechir',Technique du choix force entre 2 options,Tout produit,Il reste 2 unites dans ce coloris — demain pas de garantie,Closing +30%,9,20,-1,ALL,"closing_indecis,tout_produit",catalogue_produit,21.0
CATALOG_0022,catalogue_produit,closing_indecis,Client en boutique depuis 20 minutes sans decision,Creer l'urgence naturelle — stock limite,Tout produit,L'offre financement 0% se termine ce soir,Taux conversion +25%,9,20,-1,ALL,"closing_indecis,tout_produit",catalogue_produit,22.0
CATALOG_0023,catalogue_produit,closing_indecis,Client qui compare 2 modeles sans choisir,Proposer une reservation 24h,Tout produit,Noir titane ou blanc naturel — lequel vous correspond ?,Closing +30%,9,20,-1,ALL,"closing_indecis,tout_produit",catalogue_produit,23.0
CATALOG_0024,catalogue_produit,closing_indecis,Client qui attend l'avis d'un proche,Resumption des benefices en 30 secondes,Tout produit,"Je vous le reserve 24h, sans engagement",Taux conversion +25%,9,20,-1,ALL,"closing_indecis,tout_produit",catalogue_produit,24.0
CATALOG_0025,catalogue_produit,closing_indecis,Client qui dit 'je reviendrai demain',Utiliser le silence strategique apres la proposition,Tout produit,Tous les documents sont prets — on finalise en 5 minutes,Closing +30%,9,20,-1,ALL,"closing_indecis,tout_produit",catalogue_produit,25.0
CATALOG_0026,catalogue_produit,upsell_accessoires,Client vient d'acheter un iPhone,Proposer AirPods Pro 3 immediatement apres signature,AirPods Pro 3 / Apple Watch S10,"AirPods Pro 3 (279 TND) — IPX4 resistants a l'eau, parfaits avec l'iPhone",+279 TND panier,18,20,-1,ALL,"upsell_accessoires,airpods_pro_3_/_apple_watch_s10",catalogue_produit,26.0
CATALOG_0027,catalogue_produit,upsell_accessoires,Client a achete un Samsung,Montrer la coque de protection avec demo chute,AirPods Pro 3 / Apple Watch S10,"Apple Watch S10 (449 TND) — sante, notifications, paiement sans contact",+449 TND panier,18,20,-1,ALL,"upsell_accessoires,airpods_pro_3_/_apple_watch_s10",catalogue_produit,27.0
CATALOG_0028,catalogue_produit,upsell_accessoires,Terminal vendu sans protection,Presenter Apple Watch comme complement,AirPods Pro 3 / Apple Watch S10,Assurance Premium 9 TND/mois — remplacement 48h garanti,+9 TND/mois recurrent,18,20,-1,ALL,"upsell_accessoires,airpods_pro_3_/_apple_watch_s10",catalogue_produit,28.0
CATALOG_0029,catalogue_produit,upsell_accessoires,Client Apple avec ancien iPhone,Ajouter Assurance Premium systematiquement,AirPods Pro 3 / Apple Watch S10,Coque + protection ecran = 79 TND — protege un investissement de 1 299 TND,+279 TND panier,18,20,-1,ALL,"upsell_accessoires,airpods_pro_3_/_apple_watch_s10",catalogue_produit,29.0
CATALOG_0030,catalogue_produit,upsell_accessoires,Client avec budget restant,Bundle coque + protection ecran + chargeur,AirPods Pro 3 / Apple Watch S10,Cloud Backup 1To 15 TND/mois — photos et donnees automatiquement sauvegardees,+449 TND panier,18,20,-1,ALL,"upsell_accessoires,airpods_pro_3_/_apple_watch_s10",catalogue_produit,30.0
CATALOG_0031,catalogue_produit,conversion_forfait,Client rechargeur regulier 3x/mois,Calculer le cout reel des recharges mensuelles,Forfait 5G Max / Flexi 25Go,3 recharges x 10 TND = 30 TND. Flexi 25Go = 29 TND + appels illimites,+29 TND/mois recurrent,9,20,-1,ALL,"conversion_forfait,forfait_5g_max_/_flexi_25go",catalogue_produit,31.0
CATALOG_0032,catalogue_produit,conversion_forfait,Client avec ancien forfait 3G,Demo vitesse 5G vs 3G en live,Forfait 5G Max / Flexi 25Go,"5G Max 49 TND/mois — data illimitee, pas de surprises en fin de mois",+49 TND/mois recurrent,9,20,-1,ALL,"conversion_forfait,forfait_5g_max_/_flexi_25go",catalogue_produit,32.0
CATALOG_0033,catalogue_produit,conversion_forfait,Client qui consomme beaucoup de data,Comparer data incluse vs consommation reelle,Forfait 5G Max / Flexi 25Go,"Activation immediate — numero conserve, zero interruption",+120 TND/mois famille,9,20,-1,ALL,"conversion_forfait,forfait_5g_max_/_flexi_25go",catalogue_produit,33.0
CATALOG_0034,catalogue_produit,conversion_forfait,Client entreprise multi-lignes,Presenter Forfait Famille 5G pour les groupes,Forfait 5G Max / Flexi 25Go,Famille 5G 120 TND/mois pour 4 lignes = 30 TND/ligne,+29 TND/mois recurrent,9,20,-1,ALL,"conversion_forfait,forfait_5g_max_/_flexi_25go",catalogue_produit,34.0
CATALOG_0035,catalogue_produit,conversion_forfait,Client qui se plaint du reseau,Montrer les avantages roaming du forfait,Forfait 5G Max / Flexi 25Go,Roaming Europe/Maghreb inclus — pas de frais surprise en voyage,+49 TND/mois recurrent,9,20,-1,ALL,"conversion_forfait,forfait_5g_max_/_flexi_25go",catalogue_produit,35.0
CATALOG_0036,catalogue_produit,meteo_pluie,Jour de pluie — trafic reduit mais clients captifs,Mettre AirPods et Watch en tete de gondole,AirPods Pro 3 / Apple Watch S10,AirPods Pro 3 certifies IPX4 — resistants a la pluie,+40% ventes accessoires,9,20,-1,ALL,"meteo_pluie,airpods_pro_3_/_apple_watch_s10",catalogue_produit,36.0
CATALOG_0037,catalogue_produit,meteo_pluie,Temps couvert — clients restent plus longtemps,Proposer des demos plus longues — le client est captif,AirPods Pro 3 / Apple Watch S10,"Apple Watch S10 etanche 50m — natation, pluie, sport",+279 TND panier AirPods,9,20,-1,ALL,"meteo_pluie,airpods_pro_3_/_apple_watch_s10",catalogue_produit,37.0
CATALOG_0038,catalogue_produit,meteo_pluie,Orage — peu de visiteurs mais opportunite upsell,Focus accessoires resistants a l'eau,AirPods Pro 3 / Apple Watch S10,"Par ce temps, protegez vos appareils — Assurance 9 TND/mois",+40% ventes accessoires,9,20,-1,ALL,"meteo_pluie,airpods_pro_3_/_apple_watch_s10",catalogue_produit,38.0
CATALOG_0039,catalogue_produit,meteo_pluie,Brouillard matinal — debut de journee lent,Profiter du temps calme pour des appels sortants,AirPods Pro 3 / Apple Watch S10,Restez connecte meme sous la pluie — nos accessoires sont faits pour ca,+279 TND panier AirPods,9,20,-1,ALL,"meteo_pluie,airpods_pro_3_/_apple_watch_s10",catalogue_produit,39.0
CATALOG_0040,catalogue_produit,meteo_pluie,Pluie intermittente — clients entre deux averses,Preparer des bundles pluie avec affichage special,AirPods Pro 3 / Apple Watch S10,Temps de pluie = temps de decouverte — prenez le temps d'essayer,+40% ventes accessoires,9,20,-1,ALL,"meteo_pluie,airpods_pro_3_/_apple_watch_s10",catalogue_produit,40.0
CATALOG_0041,catalogue_produit,meteo_soleil,Belle journee — fort trafic en boutique,Pre-qualifier rapidement chaque client (file d'attente),iPhone 16 Pro / Forfait 5G Max,"Trafic eleve — chaque minute compte, pre-qualifie rapidement",+15% conversion pic trafic,9,20,-1,ALL,"meteo_soleil,iphone_16_pro_/_forfait_5g_max",catalogue_produit,41.0
CATALOG_0042,catalogue_produit,meteo_soleil,Ete — touristes et residents,Script express 3 minutes pour les presses,iPhone 16 Pro / Forfait 5G Max,Forfait vacances avec roaming inclus — pas de surprises a l'etranger,+1 357 TND bundle,9,20,-1,ALL,"meteo_soleil,iphone_16_pro_/_forfait_5g_max",catalogue_produit,42.0
CATALOG_0043,catalogue_produit,meteo_soleil,Pic de chaleur — clients cherchent la fraicheur,Focus terminaux premium — les clients sont receptifs,iPhone 16 Pro / Forfait 5G Max,iPhone 16 Pro pour des photos de vacances exceptionnelles,+15% conversion pic trafic,9,20,-1,ALL,"meteo_soleil,iphone_16_pro_/_forfait_5g_max",catalogue_produit,43.0
CATALOG_0044,catalogue_produit,meteo_soleil,Weekend ensoleille — familles en shopping,Proposer forfaits vacances et roaming,iPhone 16 Pro / Forfait 5G Max,5G Max pour streamer sans limites cet ete,+1 357 TND bundle,9,20,-1,ALL,"meteo_soleil,iphone_16_pro_/_forfait_5g_max",catalogue_produit,44.0
CATALOG_0045,catalogue_produit,meteo_soleil,Debut de vacances — achats pre-voyage,Demo exterieure si possible — show room mobile,iPhone 16 Pro / Forfait 5G Max,Bundle ete : terminal + forfait + assurance a prix special,+15% conversion pic trafic,9,20,-1,ALL,"meteo_soleil,iphone_16_pro_/_forfait_5g_max",catalogue_produit,45.0
CATALOG_0046,catalogue_produit,gap_critique,Gap 40%+ avec 4h restantes,Bundle premium iPhone + Forfait + Assurance = combler en 1 vente,Bundle iPhone 16 Pro + 5G Max + Assurance,1 seul bundle iPhone comble l'objectif = 1 357 TND,+1 357 TND (bundle iPhone),9,20,-1,ALL,"gap_critique,bundle_iphone_16_pro_+_5g_max_+_assurance",catalogue_produit,46.0
CATALOG_0047,catalogue_produit,gap_critique,Gap 60% en milieu de journee,Closing express sur tous les clients presents,Bundle iPhone 16 Pro + 5G Max + Assurance,Samsung A55 + Flexi = 957 TND — solution alternative rapide,+957 TND (bundle Samsung),9,20,-1,ALL,"gap_critique,bundle_iphone_16_pro_+_5g_max_+_assurance",catalogue_produit,47.0
CATALOG_0048,catalogue_produit,gap_critique,Objectif presque atteint — derniers 10%,Appels sortants aux clients en attente de renouvellement,Bundle iPhone 16 Pro + 5G Max + Assurance,Assurance Premium 9 TND/mois sur CHAQUE terminal — marge 80%,+1 357 TND (bundle iPhone),9,20,-1,ALL,"gap_critique,bundle_iphone_16_pro_+_5g_max_+_assurance",catalogue_produit,48.0
CATALOG_0049,catalogue_produit,gap_critique,Gap critique apres matinee lente,Proposer Samsung A55 comme alternative rapide,Bundle iPhone 16 Pro + 5G Max + Assurance,"Appels sortants : 'Votre contrat expire bientot, offre speciale aujourd'hui'",+957 TND (bundle Samsung),9,20,-1,ALL,"gap_critique,bundle_iphone_16_pro_+_5g_max_+_assurance",catalogue_produit,49.0
CATALOG_0050,catalogue_produit,gap_critique,Rattrapage apres absence d'un conseiller,Focus Assurance Premium sur chaque terminal,Bundle iPhone 16 Pro + 5G Max + Assurance,"Closing express : 'Il reste 2 unites, offre valable aujourd'hui'",+1 357 TND (bundle iPhone),9,20,-1,ALL,"gap_critique,bundle_iphone_16_pro_+_5g_max_+_assurance",catalogue_produit,50.0
CATALOG_0051,catalogue_produit,pic_trafic_16h,Pic trafic 15h-18h — file d'attente,"Pre-qualifier des l'entree : smartphone, forfait ou service ?",Tout produit,Pre-qualification : 'Qu'est-ce qui vous amene ?' en 10 secondes,+25% conversion pic,15,18,-1,ALL,"pic_trafic_16h,tout_produit",catalogue_produit,51.0
CATALOG_0052,catalogue_produit,pic_trafic_16h,Rush apres les cours — etudiants,Script express 3 min pour les indecis,Tout produit,"Forfait Flexi — activation en 2 minutes, zero paperasse",+3 ventes/heure supplementaires,15,18,-1,ALL,"pic_trafic_16h,tout_produit",catalogue_produit,52.0
CATALOG_0053,catalogue_produit,pic_trafic_16h,Fin de journee travail — actifs,Deleguer les questions simples au junior,Tout produit,"Terminal en stock = livraison immediate, pas d'attente",+25% conversion pic,15,18,-1,ALL,"pic_trafic_16h,tout_produit",catalogue_produit,53.0
CATALOG_0054,catalogue_produit,pic_trafic_16h,Weekend apres-midi — familles,Focus closing rapide — pas de longues demos,Tout produit,File = urgence naturelle — 'Je vous sers maintenant si on decide',+3 ventes/heure supplementaires,15,18,-1,ALL,"pic_trafic_16h,tout_produit",catalogue_produit,54.0
CATALOG_0055,catalogue_produit,pic_trafic_16h,Veille de ferie — derniere minute,Proposer RDV pour les cas complexes,Tout produit,RDV demain matin pour les cas complexes — reserve le produit 24h,+25% conversion pic,15,18,-1,ALL,"pic_trafic_16h,tout_produit",catalogue_produit,55.0
CATALOG_0056,catalogue_produit,fibre_box,Client qui demande internet maison,Verifier la couverture fibre a son adresse,Box Fibre 1Go / Box 4G+,Fibre 1Go a 59 TND/mois — installation offerte ce mois,+59 TND/mois recurrent,9,20,-1,ALL,"fibre_box,box_fibre_1go_/_box_4g+",catalogue_produit,56.0
CATALOG_0057,catalogue_produit,fibre_box,Client qui se plaint de sa box actuelle,Comparer debit fibre vs 4G+,Box Fibre 1Go / Box 4G+,Box 4G+ a 39 TND/mois si pas de couverture fibre,+86 TND/mois (pack complet),9,20,-1,ALL,"fibre_box,box_fibre_1go_/_box_4g+",catalogue_produit,57.0
CATALOG_0058,catalogue_produit,fibre_box,Nouveau domicile — besoin connexion,Presenter les offres TV et Cloud en bundle,Box Fibre 1Go / Box 4G+,Ajoutez TV Streaming 12 TND/mois + Cloud 15 TND/mois = pack 86 TND tout inclus,+59 TND/mois recurrent,9,20,-1,ALL,"fibre_box,box_fibre_1go_/_box_4g+",catalogue_produit,58.0
CATALOG_0059,catalogue_produit,fibre_box,Client qui travaille de chez lui,Calculer le cout total vs concurrent,Box Fibre 1Go / Box 4G+,"Debit garanti 1 Gbps — visio, streaming 4K, gaming sans lag",+86 TND/mois (pack complet),9,20,-1,ALL,"fibre_box,box_fibre_1go_/_box_4g+",catalogue_produit,59.0
CATALOG_0060,catalogue_produit,fibre_box,Famille avec besoin multi-appareils,Proposer installation offerte,Box Fibre 1Go / Box 4G+,"Engagement 12 mois — apres, libre sans penalite",+59 TND/mois recurrent,9,20,-1,ALL,"fibre_box,box_fibre_1go_/_box_4g+",catalogue_produit,60.0
CATALOG_0061,catalogue_produit,assurance_premium,Apres chaque vente de terminal,Proposer TOUJOURS — marge 80%,Assurance Premium,9 TND/mois — ecran casse remplace en 48h garanti,+9 TND/mois recurrent,9,20,-1,ALL,"assurance_premium,assurance_premium",catalogue_produit,61.0
CATALOG_0062,catalogue_produit,assurance_premium,Client qui a deja casse un ecran,Raconter un cas reel de casse resolue en 48h,Assurance Premium,Reparation ecran iPhone = 350 TND. Assurance = 9 TND/mois = economie en 1 incident,Marge 80%,9,20,-1,ALL,"assurance_premium,assurance_premium",catalogue_produit,62.0
CATALOG_0063,catalogue_produit,assurance_premium,Terminal haut de gamme (>800 TND),Comparer cout reparation vs 9 TND/mois,Assurance Premium,"Vol, casse, oxydation — tous couverts, pas de franchise",Retention client +40%,9,20,-1,ALL,"assurance_premium,assurance_premium",catalogue_produit,63.0
CATALOG_0064,catalogue_produit,assurance_premium,Client avec enfants,Insister sur le remplacement garanti,Assurance Premium,Transferable si vous changez de telephone,+9 TND/mois recurrent,9,20,-1,ALL,"assurance_premium,assurance_premium",catalogue_produit,64.0
CATALOG_0065,catalogue_produit,assurance_premium,Client sportif ou voyageur,Ajouter apres signature comme evidence,Assurance Premium,Annulation possible a tout moment — zero risque,Marge 80%,9,20,-1,ALL,"assurance_premium,assurance_premium",catalogue_produit,65.0
CATALOG_0066,catalogue_produit,renouvellement_contrat,Client dont le contrat expire dans 30 jours,Appel proactif 30 jours avant expiration,Forfait 5G Max / Flexi 25Go,Fidelite recompensee — upgrade gratuit vers 5G Max,+49 TND/mois (upgrade),9,20,-1,ALL,"renouvellement_contrat,forfait_5g_max_/_flexi_25go",catalogue_produit,66.0
CATALOG_0067,catalogue_produit,renouvellement_contrat,Client fidele depuis 2+ ans,Presenter les nouvelles offres vs son forfait actuel,Forfait 5G Max / Flexi 25Go,Votre forfait actuel : X TND. Nouveau forfait : meme prix + 3x plus de data,Retention 85%,9,20,-1,ALL,"renouvellement_contrat,forfait_5g_max_/_flexi_25go",catalogue_produit,67.0
CATALOG_0068,catalogue_produit,renouvellement_contrat,Client qui hesite a changer d'operateur,Calculer les economies avec le nouveau forfait,Forfait 5G Max / Flexi 25Go,Terminal neuf a prix reduit grace a votre anciennete,+49 TND/mois (upgrade),9,20,-1,ALL,"renouvellement_contrat,forfait_5g_max_/_flexi_25go",catalogue_produit,68.0
CATALOG_0069,catalogue_produit,renouvellement_contrat,Client avec forfait obsolete,Proposer terminal subventionne,Forfait 5G Max / Flexi 25Go,"Migration en 2 minutes, numero conserve",Retention 85%,9,20,-1,ALL,"renouvellement_contrat,forfait_5g_max_/_flexi_25go",catalogue_produit,69.0
CATALOG_0070,catalogue_produit,renouvellement_contrat,Client qui veut upgrader son terminal,Offrir un mois gratuit pour fidelite,Forfait 5G Max / Flexi 25Go,1 mois offert pour remercier votre fidelite,+49 TND/mois (upgrade),9,20,-1,ALL,"renouvellement_contrat,forfait_5g_max_/_flexi_25go",catalogue_produit,70.0
CATALOG_0071,catalogue_produit,client_entreprise,PME cherchant solution telecom,Identifier le nombre de lignes necessaires,Pack Pro Business / Forfait Famille 5G,"Pack Pro Business 89 TND/mois — 5 lignes, data partagee, facture unique",+89 TND/mois B2B,9,20,-1,ALL,"client_entreprise,pack_pro_business_/_forfait_famille_5g",catalogue_produit,71.0
CATALOG_0072,catalogue_produit,client_entreprise,Entrepreneur individuel,Presenter Pack Pro Business,Pack Pro Business / Forfait Famille 5G,Forfait Famille 5G 120 TND/mois pour 4 lignes = 30 TND/ligne,+120 TND/mois famille,9,20,-1,ALL,"client_entreprise,pack_pro_business_/_forfait_famille_5g",catalogue_produit,72.0
CATALOG_0073,catalogue_produit,client_entreprise,"Cabinet liberal (avocat, medecin)",Calculer economie vs lignes individuelles,Pack Pro Business / Forfait Famille 5G,Box Fibre Pro 79 TND/mois — IP fixe + debit garanti,+89 TND/mois B2B,9,20,-1,ALL,"client_entreprise,pack_pro_business_/_forfait_famille_5g",catalogue_produit,73.0
CATALOG_0074,catalogue_produit,client_entreprise,Startup technologique,Proposer Box Fibre Pro pour le bureau,Pack Pro Business / Forfait Famille 5G,Facture unique pour la comptabilite — TVA recuperable,+120 TND/mois famille,9,20,-1,ALL,"client_entreprise,pack_pro_business_/_forfait_famille_5g",catalogue_produit,74.0
CATALOG_0075,catalogue_produit,client_entreprise,Restaurant ou commerce,Offrir un interlocuteur dedie,Pack Pro Business / Forfait Famille 5G,"Support dedie B2B — 1 numero, 1 interlocuteur",+89 TND/mois B2B,9,20,-1,ALL,"client_entreprise,pack_pro_business_/_forfait_famille_5g",catalogue_produit,75.0
CATALOG_0076,catalogue_produit,stock_rupture,Produit demande en rupture de stock,Proposer alternative dans la meme gamme de prix,Alternatives,Le Samsung A55 (899 TND) offre les memes fonctionnalites,Pas de perte client,9,20,-1,ALL,"stock_rupture,alternatives",catalogue_produit,76.0
